Month,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
SEP22,Male,10-14 years,807.0,948.0,594.0,227.0,231.0,30.0,70.0,86.0,2991.0
SEP22,Male,15-17 years,639.0,576.0,358.0,132.0,148.0,44.0,35.0,43.0,1970.0
SEP22,Male,18-19 years,459.0,474.0,227.0,81.0,127.0,54.0,45.0,39.0,1501.0
SEP22,Male,20-24 years,890.0,986.0,449.0,150.0,252.0,122.0,78.0,52.0,2972.0
SEP22,Male,25-29 years,485.0,831.0,274.0,115.0,183.0,87.0,55.0,47.0,2073.0
SEP22,Male,30-34 years,467.0,1026.0,334.0,145.0,218.0,78.0,69.0,76.0,2407.0
SEP22,Male,35-39 years,526.0,1052.0,364.0,151.0,221.0,97.0,70.0,87.0,2561.0
SEP22,Male,40-44 years,603.0,1167.0,411.0,163.0,215.0,118.0,83.0,109.0,2857.0
SEP22,Male,45-49 years,576.0,1110.0,404.0,187.0,191.0,90.0,60.0,89.0,2700.0
SEP22,Male,50-54 years,528.0,867.0,332.0,180.0,160.0,115.0,67.0,94.0,2340.0
SEP22,Male,55-59 years,328.0,584.0,233.0,112.0,109.0,92.0,45.0,90.0,1588.0
SEP22,Male,60-64 years,252.0,381.0,139.0,76.0,76.0,73.0,16.0,50.0,1061.0
SEP22,Male,65+ years,321.0,576.0,205.0,118.0,73.0,115.0,31.0,74.0,1511.0
SEP22,Male,All Males,9002.0,12923.0,5875.0,2438.0,2819.0,1239.0,878.0,1169.0,36272.0
SEP22,Total,0-4 years,2364.0,2308.0,1552.0,600.0,650.0,123.0,153.0,247.0,7994.0
SEP22,Total,5-9 years,1730.0,2197.0,1388.0,528.0,536.0,96.0,154.0,211.0,6835.0
SEP22,Total,10-14 years,1692.0,1825.0,1132.0,424.0,451.0,66.0,125.0,182.0,5893.0
SEP22,Total,15-17 years,1687.0,1303.0,831.0,335.0,443.0,124.0,111.0,117.0,4941.0
SEP22,Total,18-19 years,1418.0,1265.0,626.0,257.0,361.0,176.0,117.0,131.0,4339.0
SEP22,Total,20-24 years,2845.0,2903.0,1448.0,615.0,753.0,350.0,223.0,274.0,9385.0
SEP22,Total,25-29 years,1739.0,2859.0,1087.0,566.0,632.0,265.0,151.0,235.0,7517.0
SEP22,Total,30-34 years,1705.0,3346.0,1198.0,667.0,705.0,244.0,198.0,324.0,8361.0
SEP22,Total,35-39 years,1794.0,3326.0,1187.0,659.0,670.0,253.0,190.0,312.0,8369.0
SEP22,Total,40-44 years,1686.0,3122.0,1076.0,589.0,560.0,253.0,183.0,323.0,7771.0
SEP22,Total,45-49 years,1391.0,2552.0,937.0,469.0,459.0,181.0,122.0,252.0,6348.0
SEP22,Total,50-54 years,1153.0,1931.0,750.0,416.0,362.0,205.0,117.0,212.0,5130.0
SEP22,Total,55-59 years,695.0,1230.0,470.0,266.0,207.0,154.0,70.0,175.0,3262.0
SEP22,Total,60-64 years,508.0,845.0,300.0,154.0,159.0,121.0,36.0,95.0,2215.0
SEP22,Total,65+ years,711.0,1185.0,399.0,237.0,138.0,210.0,66.0,130.0,3071.0
SEP22,Total,All Ages,23118.0,32197.0,14381.0,6782.0,7086.0,2821.0,2016.0,3220.0,91431.0
AUG22,Female,0-4 years,1111.0,1150.0,731.0,302.0,297.0,50.0,70.0,121.0,3830.0
AUG22,Female,5-9 years,846.0,1047.0,639.0,267.0,247.0,46.0,78.0,103.0,3264.0
AUG22,Female,10-14 years,890.0,888.0,517.0,202.0,212.0,41.0,56.0,102.0,2898.0
AUG22,Female,15-17 years,1196.0,736.0,476.0,220.0,318.0,80.0,79.0,84.0,3178.0
AUG22,Female,18-19 years,956.0,790.0,412.0,183.0,229.0,106.0,64.0,94.0,2829.0
AUG22,Female,20-24 years,1962.0,1876.0,985.0,431.0,534.0,229.0,139.0,226.0,6360.0
AUG22,Female,25-29 years,1261.0,2064.0,800.0,442.0,453.0,178.0,98.0,184.0,5472.0
AUG22,Female,30-34 years,1229.0,2426.0,847.0,540.0,460.0,152.0,133.0,235.0,5996.0
AUG22,Female,35-39 years,1268.0,2320.0,831.0,531.0,451.0,154.0,127.0,248.0,5917.0
AUG22,Female,40-44 years,1098.0,1974.0,666.0,461.0,335.0,132.0,102.0,222.0,4980.0
AUG22,Female,45-49 years,842.0,1448.0,516.0,316.0,251.0,95.0,68.0,144.0,3669.0
AUG22,Female,50-54 years,632.0,1142.0,405.0,250.0,177.0,83.0,51.0,108.0,2834.0
AUG22,Female,55-59 years,363.0,659.0,252.0,155.0,106.0,65.0,23.0,80.0,1698.0
AUG22,Female,60-64 years,278.0,454.0,154.0,85.0,73.0,47.0,18.0,41.0,1150.0
AUG22,Female,65+ years,391.0,645.0,201.0,143.0,71.0,105.0,34.0,58.0,1646.0
AUG22,Female,All Females,14323.0,19619.0,8432.0,4528.0,4214.0,1563.0,1140.0,2050.0,55721.0
AUG22,Male,0-4 years,1197.0,1176.0,795.0,322.0,340.0,71.0,79.0,128.0,4103.0
AUG22,Male,5-9 years,908.0,1129.0,700.0,264.0,251.0,54.0,72.0,104.0,3480.0
AUG22,Male,10-14 years,831.0,948.0,576.0,222.0,235.0,32.0,65.0,84.0,2985.0
AUG22,Male,15-17 years,691.0,563.0,367.0,135.0,148.0,51.0,43.0,45.0,2041.0
AUG22,Male,18-19 years,463.0,495.0,229.0,78.0,136.0,53.0,37.0,35.0,1523.0
AUG22,Male,20-24 years,882.0,1031.0,430.0,151.0,258.0,117.0,68.0,57.0,2987.0
AUG22,Male,25-29 years,507.0,874.0,267.0,100.0,176.0,73.0,58.0,51.0,2101.0
AUG22,Male,30-34 years,467.0,1082.0,335.0,119.0,196.0,80.0,74.0,80.0,2425.0
AUG22,Male,35-39 years,531.0,1098.0,358.0,151.0,226.0,92.0,69.0,90.0,2612.0
AUG22,Male,40-44 years,640.0,1160.0,404.0,165.0,210.0,118.0,89.0,113.0,2889.0
AUG22,Male,45-49 years,612.0,1069.0,418.0,178.0,186.0,89.0,58.0,80.0,2683.0
AUG22,Male,50-54 years,537.0,869.0,346.0,173.0,161.0,113.0,68.0,102.0,2365.0
AUG22,Male,55-59 years,358.0,599.0,217.0,103.0,103.0,97.0,45.0,88.0,1605.0
AUG22,Male,60-64 years,253.0,379.0,148.0,85.0,68.0,67.0,16.0,50.0,1063.0
AUG22,Male,65+ years,305.0,586.0,195.0,112.0,77.0,111.0,28.0,75.0,1488.0
AUG22,Male,All Males,9182.0,13058.0,5785.0,2358.0,2771.0,1218.0,869.0,1182.0,36350.0
AUG22,Total,0-4 years,2308.0,2326.0,1526.0,624.0,637.0,121.0,149.0,249.0,7933.0
AUG22,Total,5-9 years,1754.0,2176.0,1339.0,531.0,498.0,100.0,150.0,207.0,6744.0
AUG22,Total,10-14 years,1721.0,1836.0,1093.0,424.0,447.0,73.0,121.0,186.0,5883.0
AUG22,Total,15-17 years,1887.0,1299.0,843.0,355.0,466.0,131.0,122.0,129.0,5219.0
AUG22,Total,18-19 years,1419.0,1285.0,641.0,261.0,365.0,159.0,101.0,129.0,4352.0
AUG22,Total,20-24 years,2844.0,2907.0,1415.0,582.0,792.0,346.0,207.0,283.0,9347.0
AUG22,Total,25-29 years,1768.0,2938.0,1067.0,542.0,629.0,251.0,156.0,235.0,7573.0
AUG22,Total,30-34 years,1696.0,3508.0,1182.0,659.0,656.0,232.0,207.0,315.0,8421.0
AUG22,Total,35-39 years,1799.0,3418.0,1189.0,682.0,677.0,246.0,196.0,338.0,8529.0
AUG22,Total,40-44 years,1738.0,3134.0,1070.0,626.0,545.0,250.0,191.0,335.0,7869.0
AUG22,Total,45-49 years,1454.0,2517.0,934.0,494.0,437.0,184.0,126.0,224.0,6352.0
AUG22,Total,50-54 years,1169.0,2011.0,751.0,423.0,338.0,196.0,119.0,210.0,5199.0
AUG22,Total,55-59 years,721.0,1258.0,469.0,258.0,209.0,162.0,68.0,168.0,3303.0
AUG22,Total,60-64 years,531.0,833.0,302.0,170.0,141.0,114.0,34.0,91.0,2213.0
AUG22,Total,65+ years,696.0,1231.0,396.0,255.0,148.0,216.0,62.0,133.0,3134.0
AUG22,Total,All Ages,23505.0,32677.0,14217.0,6886.0,6985.0,2781.0,2009.0,3232.0,92071.0
JUL22,Female,0-4 years,1121.0,1083.0,704.0,290.0,287.0,42.0,66.0,112.0,3697.0
JUL22,Female,5-9 years,861.0,1037.0,613.0,246.0,247.0,44.0,81.0,100.0,3227.0
JUL22,Female,10-14 years,882.0,900.0,502.0,193.0,203.0,43.0,59.0,94.0,2871.0
JUL22,Female,15-17 years,1072.0,711.0,445.0,208.0,294.0,79.0,76.0,82.0,2963.0
JUL22,Female,18-19 years,935.0,795.0,411.0,160.0,227.0,99.0,60.0,100.0,2782.0
JUL22,Female,20-24 years,1952.0,1894.0,962.0,421.0,528.0,219.0,134.0,236.0,6323.0
JUL22,Female,25-29 years,1205.0,1975.0,750.0,430.0,453.0,169.0,107.0,176.0,5251.0
JUL22,Female,30-34 years,1227.0,2329.0,822.0,499.0,443.0,151.0,131.0,215.0,5795.0
JUL22,Female,35-39 years,1229.0,2257.0,795.0,497.0,452.0,152.0,119.0,210.0,5697.0
JUL22,Female,40-44 years,1032.0,1921.0,647.0,444.0,322.0,128.0,98.0,206.0,4785.0
JUL22,Female,45-49 years,814.0,1431.0,487.0,321.0,255.0,98.0,70.0,139.0,3606.0
JUL22,Female,50-54 years,622.0,1093.0,384.0,249.0,169.0,77.0,52.0,92.0,2725.0
JUL22,Female,55-59 years,362.0,637.0,248.0,151.0,107.0,67.0,28.0,79.0,1675.0
JUL22,Female,60-64 years,279.0,440.0,143.0,77.0,73.0,57.0,16.0,46.0,1131.0
JUL22,Female,65+ years,371.0,631.0,191.0,130.0,62.0,103.0,37.0,55.0,1578.0
JUL22,Female,All Females,13964.0,19134.0,8104.0,4316.0,4122.0,1528.0,1134.0,1942.0,54106.0
JUL22,Male,0-4 years,1179.0,1124.0,720.0,305.0,317.0,60.0,79.0,136.0,3916.0
JUL22,Male,5-9 years,902.0,1114.0,643.0,265.0,244.0,47.0,67.0,104.0,3381.0
JUL22,Male,10-14 years,850.0,933.0,550.0,205.0,222.0,36.0,69.0,80.0,2940.0
JUL22,Male,15-17 years,664.0,552.0,346.0,138.0,143.0,59.0,40.0,48.0,1987.0
JUL22,Male,18-19 years,456.0,493.0,234.0,79.0,142.0,47.0,35.0,29.0,1509.0
JUL22,Male,20-24 years,847.0,1018.0,432.0,136.0,269.0,124.0,57.0,64.0,2938.0
JUL22,Male,25-29 years,469.0,857.0,250.0,105.0,177.0,75.0,56.0,52.0,2036.0
JUL22,Male,30-34 years,463.0,1009.0,296.0,127.0,196.0,80.0,68.0,79.0,2305.0
JUL22,Male,35-39 years,519.0,1087.0,345.0,158.0,212.0,92.0,67.0,77.0,2547.0
JUL22,Male,40-44 years,599.0,1090.0,404.0,156.0,196.0,111.0,88.0,102.0,2734.0
JUL22,Male,45-49 years,597.0,1016.0,426.0,176.0,191.0,85.0,63.0,85.0,2634.0
JUL22,Male,50-54 years,518.0,846.0,334.0,161.0,153.0,106.0,66.0,90.0,2266.0
JUL22,Male,55-59 years,351.0,589.0,211.0,101.0,111.0,91.0,47.0,90.0,1585.0
JUL22,Male,60-64 years,240.0,348.0,138.0,82.0,68.0,63.0,18.0,52.0,1007.0
JUL22,Male,65+ years,288.0,543.0,184.0,126.0,81.0,107.0,26.0,76.0,1430.0
JUL22,Male,All Males,8942.0,12619.0,5513.0,2320.0,2722.0,1183.0,846.0,1164.0,35215.0
JUL22,Total,0-4 years,2300.0,2207.0,1424.0,595.0,604.0,102.0,145.0,248.0,7613.0
JUL22,Total,5-9 years,1763.0,2151.0,1256.0,511.0,491.0,91.0,148.0,204.0,6608.0
JUL22,Total,10-14 years,1732.0,1833.0,1052.0,398.0,425.0,79.0,128.0,174.0,5811.0
JUL22,Total,15-17 years,1736.0,1263.0,791.0,346.0,437.0,138.0,116.0,130.0,4950.0
JUL22,Total,18-19 years,1391.0,1288.0,645.0,239.0,369.0,146.0,95.0,129.0,4291.0
JUL22,Total,20-24 years,2799.0,2912.0,1394.0,557.0,797.0,343.0,191.0,300.0,9261.0
JUL22,Total,25-29 years,1674.0,2832.0,1000.0,535.0,630.0,244.0,163.0,228.0,7287.0
JUL22,Total,30-34 years,1690.0,3338.0,1118.0,626.0,639.0,231.0,199.0,294.0,8100.0
JUL22,Total,35-39 years,1748.0,3344.0,1140.0,655.0,664.0,244.0,186.0,287.0,8244.0
JUL22,Total,40-44 years,1631.0,3011.0,1051.0,600.0,518.0,239.0,186.0,308.0,7519.0
JUL22,Total,45-49 years,1411.0,2447.0,913.0,497.0,446.0,183.0,133.0,224.0,6240.0
JUL22,Total,50-54 years,1140.0,1939.0,718.0,410.0,322.0,183.0,118.0,182.0,4991.0
JUL22,Total,55-59 years,713.0,1226.0,459.0,252.0,218.0,158.0,75.0,169.0,3260.0
JUL22,Total,60-64 years,519.0,788.0,281.0,159.0,141.0,120.0,34.0,98.0,2138.0
JUL22,Total,65+ years,659.0,1174.0,375.0,256.0,143.0,210.0,63.0,131.0,3008.0
JUL22,Total,All Ages,22906.0,31753.0,13617.0,6636.0,6844.0,2711.0,1980.0,3106.0,89321.0
JUN22,Female,0-4 years,1180.0,1086.0,757.0,294.0,262.0,48.0,67.0,120.0,3808.0
JUN22,Female,5-9 years,937.0,1091.0,624.0,246.0,240.0,53.0,82.0,120.0,3392.0
JUN22,Female,10-14 years,926.0,915.0,508.0,184.0,221.0,43.0,57.0,104.0,2951.0
JUN22,Female,15-17 years,1141.0,749.0,432.0,207.0,294.0,79.0,72.0,95.0,3064.0
JUN22,Female,18-19 years,1000.0,776.0,417.0,173.0,214.0,104.0,64.0,92.0,2834.0
JUN22,Female,20-24 years,2004.0,1948.0,991.0,447.0,502.0,212.0,138.0,235.0,6457.0
JUN22,Female,25-29 years,1259.0,2050.0,787.0,439.0,460.0,186.0,109.0,208.0,5484.0
JUN22,Female,30-34 years,1224.0,2332.0,858.0,508.0,452.0,149.0,123.0,234.0,5861.0
JUN22,Female,35-39 years,1257.0,2318.0,832.0,535.0,439.0,151.0,114.0,212.0,5834.0
JUN22,Female,40-44 years,1051.0,1958.0,665.0,437.0,336.0,128.0,99.0,194.0,4854.0
JUN22,Female,45-49 years,821.0,1469.0,498.0,348.0,257.0,104.0,67.0,160.0,3713.0
JUN22,Female,50-54 years,646.0,1093.0,406.0,242.0,174.0,79.0,45.0,112.0,2790.0
JUN22,Female,55-59 years,375.0,620.0,266.0,147.0,101.0,68.0,27.0,79.0,1678.0
JUN22,Female,60-64 years,277.0,434.0,149.0,68.0,74.0,59.0,16.0,48.0,1123.0
JUN22,Female,65+ years,385.0,625.0,177.0,143.0,66.0,109.0,22.0,50.0,1575.0
JUN22,Female,All Females,14483.0,19464.0,8367.0,4418.0,4092.0,1572.0,1102.0,2063.0,55418.0
JUN22,Male,0-4 years,1195.0,1141.0,733.0,303.0,329.0,53.0,80.0,148.0,3978.0
JUN22,Male,5-9 years,947.0,1178.0,668.0,238.0,249.0,43.0,65.0,113.0,3497.0
JUN22,Male,10-14 years,879.0,989.0,560.0,196.0,221.0,32.0,70.0,106.0,3049.0
JUN22,Male,15-17 years,724.0,572.0,353.0,139.0,146.0,61.0,37.0,50.0,2078.0
JUN22,Male,18-19 years,475.0,487.0,231.0,72.0,129.0,49.0,37.0,33.0,1510.0
JUN22,Male,20-24 years,908.0,1016.0,428.0,149.0,262.0,118.0,56.0,62.0,2995.0
JUN22,Male,25-29 years,500.0,906.0,262.0,117.0,173.0,80.0,56.0,51.0,2136.0
JUN22,Male,30-34 years,471.0,1065.0,310.0,114.0,200.0,94.0,65.0,83.0,2396.0
JUN22,Male,35-39 years,554.0,1145.0,363.0,161.0,225.0,94.0,65.0,91.0,2686.0
JUN22,Male,40-44 years,592.0,1148.0,401.0,150.0,214.0,114.0,74.0,108.0,2790.0
JUN22,Male,45-49 years,561.0,1084.0,434.0,180.0,210.0,92.0,64.0,104.0,2720.0
JUN22,Male,50-54 years,513.0,864.0,330.0,170.0,161.0,104.0,66.0,102.0,2307.0
JUN22,Male,55-59 years,362.0,606.0,193.0,101.0,110.0,87.0,45.0,84.0,1579.0
JUN22,Male,60-64 years,239.0,327.0,140.0,88.0,58.0,63.0,17.0,63.0,994.0
JUN22,Male,65+ years,300.0,543.0,171.0,137.0,82.0,112.0,25.0,73.0,1441.0
JUN22,Male,All Males,9220.0,13071.0,5577.0,2315.0,2769.0,1196.0,822.0,1271.0,36156.0
JUN22,Total,0-4 years,2375.0,2227.0,1490.0,597.0,591.0,101.0,147.0,268.0,7786.0
JUN22,Total,5-9 years,1884.0,2269.0,1292.0,484.0,489.0,96.0,147.0,233.0,6889.0
JUN22,Total,10-14 years,1805.0,1904.0,1068.0,380.0,442.0,75.0,127.0,210.0,6000.0
JUN22,Total,15-17 years,1865.0,1321.0,785.0,346.0,440.0,140.0,109.0,145.0,5142.0
JUN22,Total,18-19 years,1475.0,1263.0,648.0,245.0,343.0,153.0,101.0,125.0,4344.0
JUN22,Total,20-24 years,2912.0,2964.0,1419.0,596.0,764.0,330.0,194.0,297.0,9452.0
JUN22,Total,25-29 years,1759.0,2956.0,1049.0,556.0,633.0,266.0,165.0,259.0,7620.0
JUN22,Total,30-34 years,1695.0,3397.0,1168.0,622.0,652.0,243.0,188.0,317.0,8257.0
JUN22,Total,35-39 years,1811.0,3463.0,1195.0,696.0,664.0,245.0,179.0,303.0,8520.0
JUN22,Total,40-44 years,1643.0,3106.0,1066.0,587.0,550.0,242.0,173.0,302.0,7644.0
JUN22,Total,45-49 years,1382.0,2553.0,932.0,528.0,467.0,196.0,131.0,264.0,6433.0
JUN22,Total,50-54 years,1159.0,1957.0,736.0,412.0,335.0,183.0,111.0,214.0,5097.0
JUN22,Total,55-59 years,737.0,1226.0,459.0,248.0,211.0,155.0,72.0,163.0,3257.0
JUN22,Total,60-64 years,516.0,761.0,289.0,156.0,132.0,122.0,33.0,111.0,2117.0
JUN22,Total,65+ years,685.0,1168.0,348.0,280.0,148.0,221.0,47.0,123.0,3016.0
JUN22,Total,All Ages,23703.0,32535.0,13944.0,6733.0,6861.0,2768.0,1924.0,3334.0,91574.0
MAY22,Female,0-4 years,1242.0,1107.0,725.0,279.0,267.0,61.0,65.0,105.0,3848.0
MAY22,Female,5-9 years,950.0,1146.0,628.0,221.0,228.0,55.0,81.0,131.0,3438.0
MAY22,Female,10-14 years,915.0,957.0,513.0,176.0,215.0,42.0,58.0,153.0,3026.0
MAY22,Female,15-17 years,1147.0,761.0,409.0,201.0,291.0,82.0,68.0,120.0,3073.0
MAY22,Female,18-19 years,973.0,795.0,421.0,179.0,218.0,102.0,63.0,101.0,2844.0
MAY22,Female,20-24 years,1981.0,1920.0,995.0,444.0,508.0,227.0,138.0,240.0,6437.0
MAY22,Female,25-29 years,1238.0,2103.0,809.0,474.0,401.0,187.0,109.0,204.0,5511.0
MAY22,Female,30-34 years,1256.0,2377.0,817.0,499.0,451.0,158.0,122.0,219.0,5880.0
MAY22,Female,35-39 years,1278.0,2355.0,810.0,540.0,433.0,154.0,110.0,223.0,5883.0
MAY22,Female,40-44 years,1043.0,1955.0,664.0,441.0,333.0,136.0,99.0,187.0,4839.0
MAY22,Female,45-49 years,820.0,1504.0,480.0,333.0,257.0,107.0,63.0,160.0,3713.0
MAY22,Female,50-54 years,655.0,1160.0,398.0,258.0,166.0,85.0,48.0,105.0,2860.0
MAY22,Female,55-59 years,372.0,617.0,251.0,159.0,101.0,71.0,24.0,75.0,1667.0
MAY22,Female,60-64 years,265.0,392.0,152.0,83.0,60.0,55.0,16.0,44.0,1065.0
MAY22,Female,65+ years,405.0,652.0,177.0,145.0,61.0,96.0,20.0,53.0,1608.0
MAY22,Female,All Females,14540.0,19801.0,8249.0,4432.0,3990.0,1618.0,1084.0,2120.0,55692.0
MAY22,Male,0-4 years,1237.0,1139.0,754.0,305.0,331.0,62.0,81.0,129.0,4034.0
MAY22,Male,5-9 years,968.0,1197.0,652.0,228.0,247.0,43.0,61.0,130.0,3520.0
MAY22,Male,10-14 years,881.0,985.0,537.0,176.0,222.0,40.0,69.0,158.0,3064.0
MAY22,Male,15-17 years,771.0,592.0,341.0,114.0,155.0,62.0,39.0,77.0,2148.0
MAY22,Male,18-19 years,498.0,478.0,237.0,73.0,126.0,47.0,35.0,37.0,1523.0
MAY22,Male,20-24 years,879.0,1054.0,441.0,161.0,243.0,119.0,52.0,59.0,3001.0
MAY22,Male,25-29 years,475.0,888.0,252.0,119.0,159.0,89.0,50.0,53.0,2078.0
MAY22,Male,30-34 years,462.0,972.0,306.0,135.0,165.0,94.0,64.0,74.0,2261.0
MAY22,Male,35-39 years,538.0,1104.0,375.0,161.0,208.0,98.0,73.0,98.0,2642.0
MAY22,Male,40-44 years,589.0,1097.0,377.0,158.0,187.0,123.0,78.0,100.0,2700.0
MAY22,Male,45-49 years,587.0,1064.0,424.0,179.0,189.0,98.0,62.0,105.0,2702.0
MAY22,Male,50-54 years,522.0,829.0,314.0,173.0,140.0,106.0,60.0,101.0,2241.0
MAY22,Male,55-59 years,344.0,607.0,189.0,93.0,97.0,87.0,49.0,80.0,1536.0
MAY22,Male,60-64 years,226.0,336.0,144.0,65.0,53.0,59.0,18.0,65.0,966.0
MAY22,Male,65+ years,294.0,554.0,162.0,115.0,69.0,115.0,24.0,75.0,1406.0
MAY22,Male,All Males,9271.0,12896.0,5505.0,2255.0,2591.0,1242.0,815.0,1341.0,35822.0
MAY22,Total,0-4 years,2479.0,2246.0,1479.0,584.0,598.0,123.0,146.0,234.0,7882.0
MAY22,Total,5-9 years,1918.0,2343.0,1280.0,449.0,475.0,98.0,142.0,261.0,6958.0
MAY22,Total,10-14 years,1796.0,1942.0,1050.0,352.0,437.0,82.0,127.0,311.0,6090.0
MAY22,Total,15-17 years,1918.0,1353.0,750.0,315.0,446.0,144.0,107.0,197.0,5221.0
MAY22,Total,18-19 years,1471.0,1273.0,658.0,252.0,344.0,149.0,98.0,138.0,4367.0
MAY22,Total,20-24 years,2860.0,2974.0,1436.0,605.0,751.0,346.0,190.0,299.0,9438.0
MAY22,Total,25-29 years,1713.0,2991.0,1061.0,593.0,560.0,276.0,159.0,257.0,7589.0
MAY22,Total,30-34 years,1718.0,3349.0,1123.0,634.0,616.0,252.0,186.0,293.0,8141.0
MAY22,Total,35-39 years,1816.0,3459.0,1185.0,701.0,641.0,252.0,183.0,321.0,8525.0
MAY22,Total,40-44 years,1632.0,3052.0,1041.0,599.0,520.0,259.0,177.0,287.0,7539.0
MAY22,Total,45-49 years,1407.0,2568.0,904.0,512.0,446.0,205.0,125.0,265.0,6415.0
MAY22,Total,50-54 years,1177.0,1989.0,712.0,431.0,306.0,191.0,108.0,206.0,5101.0
MAY22,Total,55-59 years,716.0,1224.0,440.0,252.0,198.0,158.0,73.0,155.0,3203.0
MAY22,Total,60-64 years,491.0,728.0,296.0,148.0,113.0,114.0,34.0,109.0,2031.0
MAY22,Total,65+ years,699.0,1206.0,339.0,260.0,130.0,211.0,44.0,128.0,3014.0
MAY22,Total,All Ages,23811.0,32697.0,13754.0,6687.0,6581.0,2860.0,1899.0,3461.0,91514.0
APR22,Female,0-4 years,1248.0,1014.0,716.0,246.0,257.0,49.0,67.0,105.0,3700.0
APR22,Female,5-9 years,932.0,1082.0,637.0,198.0,235.0,47.0,86.0,128.0,3341.0
APR22,Female,10-14 years,918.0,899.0,512.0,172.0,202.0,32.0,56.0,130.0,2920.0
APR22,Female,15-17 years,1065.0,731.0,428.0,189.0,261.0,81.0,64.0,113.0,2925.0
APR22,Female,18-19 years,984.0,760.0,410.0,171.0,211.0,100.0,64.0,95.0,2789.0
APR22,Female,20-24 years,1958.0,1847.0,960.0,428.0,481.0,230.0,136.0,247.0,6274.0
APR22,Female,25-29 years,1210.0,2035.0,821.0,446.0,397.0,196.0,107.0,190.0,5386.0
APR22,Female,30-34 years,1218.0,2289.0,809.0,472.0,413.0,162.0,131.0,205.0,5676.0
APR22,Female,35-39 years,1252.0,2262.0,848.0,519.0,390.0,156.0,96.0,204.0,5710.0
APR22,Female,40-44 years,1047.0,1913.0,651.0,431.0,314.0,137.0,92.0,168.0,4742.0
APR22,Female,45-49 years,769.0,1468.0,456.0,318.0,212.0,111.0,59.0,138.0,3521.0
APR22,Female,50-54 years,606.0,1067.0,361.0,240.0,145.0,81.0,41.0,91.0,2624.0
APR22,Female,55-59 years,361.0,599.0,225.0,135.0,99.0,67.0,22.0,85.0,1591.0
APR22,Female,60-64 years,248.0,388.0,146.0,79.0,56.0,47.0,18.0,43.0,1024.0
APR22,Female,65+ years,382.0,616.0,157.0,138.0,52.0,91.0,24.0,49.0,1508.0
APR22,Female,All Females,14198.0,18970.0,8137.0,4182.0,3725.0,1587.0,1063.0,1991.0,53731.0
APR22,Male,0-4 years,1263.0,1111.0,728.0,282.0,315.0,55.0,82.0,130.0,3963.0
APR22,Male,5-9 years,1014.0,1201.0,646.0,219.0,242.0,35.0,66.0,128.0,3545.0
APR22,Male,10-14 years,908.0,971.0,533.0,194.0,183.0,40.0,70.0,144.0,3042.0
APR22,Male,15-17 years,683.0,592.0,335.0,109.0,143.0,65.0,37.0,75.0,2036.0
APR22,Male,18-19 years,484.0,486.0,221.0,66.0,118.0,44.0,36.0,34.0,1484.0
APR22,Male,20-24 years,875.0,942.0,432.0,155.0,227.0,119.0,54.0,58.0,2858.0
APR22,Male,25-29 years,432.0,799.0,258.0,105.0,153.0,79.0,49.0,36.0,1908.0
APR22,Male,30-34 years,401.0,903.0,265.0,120.0,148.0,92.0,56.0,68.0,2048.0
APR22,Male,35-39 years,500.0,1025.0,371.0,155.0,184.0,92.0,71.0,77.0,2467.0
APR22,Male,40-44 years,558.0,1052.0,364.0,148.0,159.0,127.0,68.0,94.0,2564.0
APR22,Male,45-49 years,570.0,1017.0,403.0,177.0,155.0,101.0,59.0,84.0,2559.0
APR22,Male,50-54 years,485.0,798.0,288.0,151.0,118.0,106.0,56.0,92.0,2092.0
APR22,Male,55-59 years,323.0,548.0,193.0,90.0,72.0,90.0,44.0,82.0,1437.0
APR22,Male,60-64 years,210.0,317.0,148.0,59.0,47.0,61.0,19.0,56.0,917.0
APR22,Male,65+ years,268.0,524.0,168.0,113.0,73.0,116.0,25.0,72.0,1354.0
APR22,Male,All Males,8974.0,12286.0,5353.0,2143.0,2337.0,1222.0,792.0,1230.0,34274.0
APR22,Total,0-4 years,2511.0,2125.0,1444.0,528.0,572.0,104.0,149.0,235.0,7663.0
APR22,Total,5-9 years,1946.0,2283.0,1283.0,417.0,477.0,82.0,152.0,256.0,6886.0
APR22,Total,10-14 years,1826.0,1870.0,1045.0,366.0,385.0,72.0,126.0,274.0,5962.0
APR22,Total,15-17 years,1748.0,1323.0,763.0,298.0,404.0,146.0,101.0,188.0,4961.0
APR22,Total,18-19 years,1468.0,1246.0,631.0,237.0,329.0,144.0,100.0,129.0,4273.0
APR22,Total,20-24 years,2833.0,2789.0,1392.0,583.0,708.0,349.0,190.0,305.0,9132.0
APR22,Total,25-29 years,1642.0,2834.0,1079.0,551.0,550.0,275.0,156.0,226.0,7294.0
APR22,Total,30-34 years,1619.0,3192.0,1074.0,592.0,561.0,254.0,187.0,273.0,7724.0
APR22,Total,35-39 years,1752.0,3287.0,1219.0,674.0,574.0,248.0,167.0,281.0,8177.0
APR22,Total,40-44 years,1605.0,2965.0,1015.0,579.0,473.0,264.0,160.0,262.0,7306.0
APR22,Total,45-49 years,1339.0,2485.0,859.0,495.0,367.0,212.0,118.0,222.0,6080.0
APR22,Total,50-54 years,1091.0,1865.0,649.0,391.0,263.0,187.0,97.0,183.0,4716.0
