Month,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
JUL23,Female,18-19 years,978.0,762.0,448.0,185.0,220.0,115.0,72.0,87.0,2863.0
JUL23,Female,20-24 years,1982.0,1903.0,1053.0,450.0,488.0,189.0,142.0,224.0,6412.0
JUL23,Female,25-29 years,1254.0,1836.0,894.0,436.0,460.0,161.0,100.0,214.0,5339.0
JUL23,Female,30-34 years,1229.0,2261.0,946.0,577.0,441.0,121.0,130.0,247.0,5936.0
JUL23,Female,35-39 years,1202.0,2194.0,912.0,593.0,433.0,132.0,107.0,235.0,5797.0
JUL23,Female,40-44 years,1112.0,1949.0,775.0,511.0,341.0,118.0,91.0,194.0,5080.0
JUL23,Female,45-49 years,853.0,1367.0,586.0,377.0,283.0,89.0,59.0,152.0,3760.0
JUL23,Female,50-54 years,643.0,1083.0,457.0,298.0,162.0,69.0,44.0,112.0,2861.0
JUL23,Female,55-59 years,373.0,615.0,278.0,189.0,85.0,56.0,38.0,71.0,1702.0
JUL23,Female,60-64 years,296.0,466.0,166.0,89.0,56.0,45.0,40.0,59.0,1212.0
JUL23,Female,65+ years,410.0,706.0,252.0,134.0,66.0,106.0,20.0,58.0,1747.0
JUL23,Female,All Females,14261.0,19103.0,9136.0,4857.0,4147.0,1437.0,1108.0,2023.0,55956.0
JUL23,Male,0-4 years,1140.0,1145.0,821.0,289.0,373.0,53.0,69.0,128.0,4016.0
JUL23,Male,5-9 years,942.0,1193.0,738.0,287.0,280.0,41.0,77.0,115.0,3673.0
JUL23,Male,10-14 years,785.0,942.0,578.0,243.0,223.0,32.0,49.0,72.0,2924.0
JUL23,Male,15-17 years,651.0,598.0,338.0,100.0,160.0,46.0,31.0,35.0,1955.0
JUL23,Male,18-19 years,487.0,477.0,235.0,68.0,107.0,57.0,32.0,31.0,1492.0
JUL23,Male,20-24 years,928.0,1001.0,452.0,133.0,243.0,108.0,55.0,57.0,2969.0
JUL23,Male,25-29 years,478.0,846.0,301.0,140.0,171.0,99.0,40.0,61.0,2130.0
JUL23,Male,30-34 years,473.0,958.0,380.0,126.0,199.0,78.0,79.0,77.0,2364.0
JUL23,Male,35-39 years,532.0,1100.0,369.0,175.0,217.0,91.0,72.0,96.0,2641.0
JUL23,Male,40-44 years,616.0,1107.0,450.0,195.0,217.0,111.0,73.0,103.0,2863.0
JUL23,Male,45-49 years,611.0,948.0,457.0,195.0,182.0,84.0,67.0,94.0,2626.0
JUL23,Male,50-54 years,572.0,872.0,403.0,218.0,142.0,103.0,66.0,95.0,2459.0
JUL23,Male,55-59 years,394.0,643.0,249.0,137.0,97.0,82.0,45.0,95.0,1739.0
JUL23,Male,60-64 years,281.0,371.0,187.0,75.0,75.0,67.0,27.0,60.0,1142.0
JUL23,Male,65+ years,382.0,559.0,259.0,115.0,72.0,137.0,32.0,67.0,1623.0
JUL23,Male,All Males,9272.0,12760.0,6217.0,2496.0,2758.0,1189.0,814.0,1186.0,36616.0
JUL23,Total,0-4 years,2215.0,2268.0,1571.0,597.0,702.0,108.0,141.0,232.0,7830.0
JUL23,Total,5-9 years,1844.0,2282.0,1373.0,581.0,546.0,82.0,154.0,227.0,7088.0
JUL23,Total,10-14 years,1665.0,1906.0,1130.0,481.0,484.0,67.0,98.0,166.0,5995.0
JUL23,Total,15-17 years,1723.0,1383.0,770.0,278.0,416.0,151.0,98.0,95.0,4902.0
JUL23,Total,18-19 years,1465.0,1239.0,683.0,253.0,327.0,172.0,104.0,118.0,4355.0
JUL23,Total,20-24 years,2910.0,2904.0,1505.0,583.0,731.0,297.0,197.0,281.0,9381.0
JUL23,Total,25-29 years,1732.0,2682.0,1195.0,576.0,631.0,260.0,140.0,275.0,7469.0
JUL23,Total,30-34 years,1702.0,3219.0,1326.0,703.0,640.0,199.0,209.0,324.0,8300.0
JUL23,Total,35-39 years,1734.0,3294.0,1281.0,768.0,650.0,223.0,179.0,331.0,8438.0
JUL23,Total,40-44 years,1728.0,3056.0,1225.0,706.0,558.0,229.0,164.0,297.0,7943.0
JUL23,Total,45-49 years,1464.0,2315.0,1043.0,572.0,465.0,173.0,126.0,246.0,6386.0
JUL23,Total,50-54 years,1215.0,1955.0,860.0,516.0,304.0,172.0,110.0,207.0,5320.0
JUL23,Total,55-59 years,767.0,1258.0,527.0,326.0,182.0,138.0,83.0,166.0,3441.0
JUL23,Total,60-64 years,577.0,837.0,353.0,164.0,131.0,112.0,67.0,119.0,2354.0
JUL23,Total,65+ years,792.0,1265.0,511.0,249.0,138.0,243.0,52.0,125.0,3370.0
JUL23,Total,All Ages,23533.0,31863.0,15353.0,7353.0,6905.0,2626.0,1922.0,3209.0,92572.0
JUN23,Female,0-4 years,1055.0,1134.0,785.0,299.0,326.0,49.0,70.0,117.0,3832.0
JUN23,Female,5-9 years,912.0,1075.0,647.0,303.0,288.0,40.0,70.0,105.0,3437.0
JUN23,Female,10-14 years,896.0,972.0,570.0,243.0,247.0,37.0,50.0,112.0,3122.0
JUN23,Female,15-17 years,1082.0,790.0,461.0,182.0,282.0,109.0,67.0,62.0,3026.0
JUN23,Female,18-19 years,989.0,776.0,450.0,200.0,233.0,110.0,71.0,91.0,2918.0
JUN23,Female,20-24 years,1991.0,1873.0,1108.0,462.0,503.0,185.0,139.0,207.0,6446.0
JUN23,Female,25-29 years,1223.0,1915.0,924.0,453.0,451.0,157.0,111.0,217.0,5434.0
JUN23,Female,30-34 years,1251.0,2314.0,999.0,576.0,468.0,117.0,127.0,235.0,6070.0
JUN23,Female,35-39 years,1212.0,2283.0,934.0,579.0,432.0,135.0,115.0,226.0,5906.0
JUN23,Female,40-44 years,1112.0,2032.0,769.0,489.0,343.0,118.0,91.0,204.0,5150.0
JUN23,Female,45-49 years,825.0,1394.0,577.0,382.0,280.0,83.0,58.0,164.0,3752.0
JUN23,Female,50-54 years,626.0,1094.0,486.0,309.0,182.0,74.0,45.0,113.0,2919.0
JUN23,Female,55-59 years,365.0,648.0,296.0,209.0,104.0,50.0,41.0,75.0,1786.0
JUN23,Female,60-64 years,292.0,478.0,167.0,98.0,60.0,43.0,33.0,49.0,1216.0
JUN23,Female,65+ years,389.0,706.0,266.0,149.0,72.0,98.0,25.0,53.0,1757.0
JUN23,Female,All Females,14220.0,19484.0,9439.0,4933.0,4271.0,1405.0,1113.0,2030.0,56771.0
JUN23,Male,0-4 years,1140.0,1153.0,847.0,321.0,378.0,57.0,67.0,141.0,4100.0
JUN23,Male,5-9 years,968.0,1267.0,769.0,281.0,302.0,34.0,74.0,111.0,3805.0
JUN23,Male,10-14 years,826.0,968.0,598.0,232.0,230.0,29.0,51.0,80.0,3012.0
JUN23,Male,15-17 years,662.0,595.0,333.0,108.0,162.0,47.0,29.0,33.0,1966.0
JUN23,Male,18-19 years,484.0,508.0,252.0,72.0,112.0,51.0,32.0,36.0,1543.0
JUN23,Male,20-24 years,929.0,1004.0,446.0,153.0,253.0,108.0,66.0,61.0,3017.0
JUN23,Male,25-29 years,498.0,870.0,295.0,146.0,184.0,100.0,42.0,52.0,2178.0
JUN23,Male,30-34 years,476.0,968.0,352.0,124.0,202.0,77.0,75.0,64.0,2334.0
JUN23,Male,35-39 years,569.0,1077.0,373.0,192.0,240.0,91.0,75.0,87.0,2693.0
JUN23,Male,40-44 years,624.0,1160.0,456.0,211.0,232.0,117.0,69.0,104.0,2965.0
JUN23,Male,45-49 years,586.0,1033.0,467.0,209.0,186.0,83.0,68.0,85.0,2708.0
JUN23,Male,50-54 years,586.0,874.0,404.0,238.0,173.0,97.0,65.0,105.0,2532.0
JUN23,Male,55-59 years,404.0,682.0,268.0,133.0,107.0,83.0,44.0,94.0,1810.0
JUN23,Male,60-64 years,289.0,404.0,169.0,87.0,67.0,59.0,24.0,60.0,1158.0
JUN23,Male,65+ years,389.0,599.0,256.0,119.0,77.0,129.0,31.0,69.0,1666.0
JUN23,Male,All Males,9430.0,13162.0,6285.0,2626.0,2905.0,1162.0,812.0,1182.0,37487.0
JUN23,Total,0-4 years,2195.0,2287.0,1632.0,620.0,704.0,106.0,137.0,258.0,7932.0
JUN23,Total,5-9 years,1880.0,2342.0,1416.0,584.0,590.0,74.0,144.0,216.0,7242.0
JUN23,Total,10-14 years,1722.0,1940.0,1168.0,475.0,477.0,66.0,101.0,192.0,6134.0
JUN23,Total,15-17 years,1744.0,1385.0,794.0,290.0,444.0,156.0,96.0,95.0,4992.0
JUN23,Total,18-19 years,1473.0,1284.0,702.0,272.0,345.0,161.0,103.0,127.0,4461.0
JUN23,Total,20-24 years,2920.0,2877.0,1554.0,615.0,756.0,293.0,205.0,268.0,9463.0
JUN23,Total,25-29 years,1721.0,2785.0,1219.0,599.0,635.0,257.0,153.0,269.0,7612.0
JUN23,Total,30-34 years,1727.0,3282.0,1351.0,700.0,670.0,194.0,202.0,299.0,8404.0
JUN23,Total,35-39 years,1781.0,3360.0,1307.0,771.0,672.0,226.0,190.0,313.0,8599.0
JUN23,Total,40-44 years,1736.0,3192.0,1225.0,700.0,575.0,235.0,160.0,308.0,8115.0
JUN23,Total,45-49 years,1411.0,2427.0,1044.0,591.0,466.0,166.0,126.0,249.0,6460.0
JUN23,Total,50-54 years,1212.0,1968.0,890.0,547.0,355.0,171.0,110.0,218.0,5451.0
JUN23,Total,55-59 years,769.0,1330.0,564.0,342.0,211.0,133.0,85.0,169.0,3596.0
JUN23,Total,60-64 years,581.0,882.0,336.0,185.0,127.0,102.0,57.0,109.0,2374.0
JUN23,Total,65+ years,778.0,1305.0,522.0,268.0,149.0,227.0,56.0,122.0,3423.0
JUN23,Total,All Ages,23650.0,32646.0,15724.0,7559.0,7176.0,2567.0,1925.0,3212.0,94258.0
MAY23,Female,0-4 years,1095.0,1142.0,781.0,310.0,325.0,55.0,74.0,119.0,3895.0
MAY23,Female,5-9 years,927.0,1106.0,668.0,279.0,287.0,39.0,75.0,103.0,3479.0
MAY23,Female,10-14 years,931.0,971.0,568.0,228.0,235.0,38.0,53.0,102.0,3124.0
MAY23,Female,15-17 years,1102.0,822.0,505.0,186.0,278.0,120.0,69.0,77.0,3150.0
MAY23,Female,18-19 years,1003.0,804.0,459.0,220.0,227.0,115.0,74.0,95.0,2990.0
MAY23,Female,20-24 years,1970.0,1929.0,1125.0,446.0,511.0,193.0,140.0,221.0,6513.0
MAY23,Female,25-29 years,1255.0,1977.0,953.0,445.0,469.0,161.0,113.0,199.0,5558.0
MAY23,Female,30-34 years,1263.0,2376.0,987.0,583.0,484.0,130.0,119.0,233.0,6155.0
MAY23,Female,35-39 years,1238.0,2310.0,969.0,574.0,464.0,139.0,118.0,238.0,6040.0
MAY23,Female,40-44 years,1161.0,1992.0,815.0,497.0,358.0,120.0,96.0,195.0,5224.0
MAY23,Female,45-49 years,851.0,1442.0,572.0,383.0,282.0,81.0,56.0,166.0,3825.0
MAY23,Female,50-54 years,664.0,1100.0,473.0,304.0,182.0,75.0,47.0,118.0,2956.0
MAY23,Female,55-59 years,365.0,673.0,274.0,194.0,104.0,44.0,40.0,79.0,1771.0
MAY23,Female,60-64 years,313.0,502.0,179.0,105.0,69.0,45.0,33.0,49.0,1289.0
MAY23,Female,65+ years,404.0,700.0,263.0,147.0,77.0,95.0,26.0,53.0,1762.0
MAY23,Female,All Females,14542.0,19846.0,9591.0,4901.0,4352.0,1450.0,1133.0,2047.0,57731.0
MAY23,Male,0-4 years,1135.0,1179.0,892.0,324.0,375.0,60.0,67.0,144.0,4174.0
MAY23,Male,5-9 years,990.0,1276.0,795.0,250.0,285.0,39.0,74.0,99.0,3807.0
MAY23,Male,10-14 years,808.0,1021.0,625.0,213.0,223.0,33.0,52.0,75.0,3050.0
MAY23,Male,15-17 years,694.0,626.0,362.0,117.0,162.0,48.0,27.0,36.0,2067.0
MAY23,Male,18-19 years,495.0,528.0,251.0,63.0,111.0,54.0,34.0,40.0,1575.0
MAY23,Male,20-24 years,928.0,1053.0,450.0,150.0,274.0,113.0,67.0,59.0,3083.0
MAY23,Male,25-29 years,493.0,886.0,301.0,148.0,199.0,92.0,44.0,45.0,2197.0
MAY23,Male,30-34 years,477.0,1000.0,362.0,141.0,208.0,88.0,79.0,70.0,2422.0
MAY23,Male,35-39 years,560.0,1109.0,395.0,177.0,217.0,84.0,75.0,93.0,2698.0
MAY23,Male,40-44 years,663.0,1147.0,485.0,205.0,222.0,121.0,69.0,107.0,3014.0
MAY23,Male,45-49 years,595.0,1070.0,453.0,203.0,193.0,85.0,65.0,94.0,2748.0
MAY23,Male,50-54 years,600.0,883.0,437.0,213.0,171.0,87.0,67.0,113.0,2559.0
MAY23,Male,55-59 years,415.0,644.0,265.0,133.0,105.0,80.0,42.0,90.0,1769.0
MAY23,Male,60-64 years,274.0,385.0,177.0,89.0,71.0,62.0,20.0,58.0,1136.0
MAY23,Male,65+ years,383.0,600.0,242.0,142.0,80.0,127.0,31.0,70.0,1674.0
MAY23,Male,All Males,9510.0,13407.0,6492.0,2568.0,2896.0,1173.0,813.0,1193.0,37973.0
MAY23,Total,0-4 years,2230.0,2321.0,1673.0,634.0,700.0,115.0,141.0,263.0,8069.0
MAY23,Total,5-9 years,1917.0,2382.0,1463.0,529.0,572.0,78.0,149.0,202.0,7286.0
MAY23,Total,10-14 years,1739.0,1992.0,1193.0,441.0,458.0,71.0,105.0,177.0,6174.0
MAY23,Total,15-17 years,1796.0,1448.0,867.0,303.0,440.0,168.0,96.0,113.0,5217.0
MAY23,Total,18-19 years,1498.0,1332.0,710.0,283.0,338.0,169.0,108.0,135.0,4565.0
MAY23,Total,20-24 years,2898.0,2982.0,1575.0,596.0,785.0,306.0,207.0,280.0,9596.0
MAY23,Total,25-29 years,1748.0,2863.0,1254.0,593.0,668.0,253.0,157.0,244.0,7755.0
MAY23,Total,30-34 years,1740.0,3376.0,1349.0,724.0,692.0,218.0,198.0,303.0,8577.0
MAY23,Total,35-39 years,1798.0,3419.0,1364.0,751.0,681.0,223.0,193.0,331.0,8738.0
MAY23,Total,40-44 years,1824.0,3139.0,1300.0,702.0,580.0,241.0,165.0,302.0,8238.0
MAY23,Total,45-49 years,1446.0,2512.0,1025.0,586.0,475.0,166.0,121.0,260.0,6573.0
MAY23,Total,50-54 years,1264.0,1983.0,910.0,517.0,353.0,162.0,114.0,231.0,5515.0
MAY23,Total,55-59 years,780.0,1317.0,539.0,327.0,209.0,124.0,82.0,169.0,3540.0
MAY23,Total,60-64 years,587.0,887.0,356.0,194.0,140.0,107.0,53.0,107.0,2425.0
MAY23,Total,65+ years,787.0,1300.0,505.0,289.0,157.0,222.0,57.0,123.0,3436.0
MAY23,Total,All Ages,24052.0,33253.0,16083.0,7469.0,7248.0,2623.0,1946.0,3240.0,95704.0
APR23,Female,0-4 years,1073.0,1087.0,753.0,315.0,310.0,59.0,78.0,113.0,3785.0
APR23,Female,5-9 years,876.0,1010.0,689.0,248.0,272.0,37.0,76.0,96.0,3302.0
APR23,Female,10-14 years,901.0,893.0,559.0,211.0,215.0,36.0,52.0,98.0,2961.0
APR23,Female,15-17 years,1054.0,761.0,500.0,193.0,262.0,111.0,60.0,72.0,3007.0
APR23,Female,18-19 years,950.0,742.0,446.0,200.0,212.0,113.0,78.0,91.0,2829.0
APR23,Female,20-24 years,1942.0,1854.0,1102.0,443.0,500.0,203.0,143.0,203.0,6370.0
APR23,Female,25-29 years,1256.0,1912.0,907.0,433.0,462.0,160.0,110.0,199.0,5423.0
APR23,Female,30-34 years,1209.0,2201.0,931.0,541.0,447.0,125.0,108.0,220.0,5765.0
APR23,Female,35-39 years,1154.0,2150.0,924.0,555.0,418.0,127.0,121.0,212.0,5653.0
APR23,Female,40-44 years,1085.0,1892.0,747.0,488.0,330.0,105.0,87.0,177.0,4905.0
APR23,Female,45-49 years,823.0,1372.0,545.0,366.0,258.0,87.0,57.0,172.0,3673.0
APR23,Female,50-54 years,653.0,1030.0,425.0,281.0,160.0,74.0,44.0,114.0,2777.0
APR23,Female,55-59 years,354.0,635.0,285.0,174.0,82.0,48.0,37.0,71.0,1686.0
APR23,Female,60-64 years,298.0,439.0,166.0,104.0,60.0,43.0,28.0,50.0,1185.0
APR23,Female,65+ years,388.0,678.0,234.0,139.0,67.0,89.0,22.0,55.0,1670.0
APR23,Female,All Females,14016.0,18656.0,9213.0,4691.0,4055.0,1417.0,1101.0,1943.0,54991.0
APR23,Male,0-4 years,1073.0,1131.0,852.0,316.0,369.0,59.0,72.0,122.0,3992.0
APR23,Male,5-9 years,970.0,1222.0,770.0,249.0,262.0,45.0,70.0,93.0,3681.0
APR23,Male,10-14 years,744.0,964.0,605.0,211.0,220.0,28.0,55.0,73.0,2897.0
APR23,Male,15-17 years,617.0,588.0,368.0,111.0,161.0,46.0,27.0,33.0,1948.0
APR23,Male,18-19 years,464.0,494.0,235.0,65.0,103.0,49.0,31.0,48.0,1487.0
APR23,Male,20-24 years,868.0,976.0,446.0,136.0,260.0,112.0,64.0,61.0,2918.0
APR23,Male,25-29 years,459.0,822.0,283.0,134.0,176.0,85.0,43.0,37.0,2031.0
APR23,Male,30-34 years,469.0,896.0,337.0,126.0,188.0,91.0,75.0,65.0,2241.0
APR23,Male,35-39 years,538.0,1075.0,391.0,156.0,217.0,82.0,63.0,89.0,2606.0
