MONTH,AGE GROUP,DATE,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL
Apr20,50 to 54,2020-04-30,1122.0,1823.0,564.0,294.0,300.0,168.0,89.0,162.0,4517.0
Apr20,55 to 59,2020-04-30,646.0,1139.0,355.0,163.0,185.0,95.0,61.0,111.0,2749.0
Apr20,60 to 64,2020-04-30,401.0,708.0,222.0,125.0,100.0,45.0,32.0,97.0,1730.0
Apr20,65+,2020-04-30,532.0,1159.0,222.0,137.0,111.0,84.0,29.0,80.0,2353.0
Apr21,0 to 4,2021-04-30,2532.0,2354.0,1477.0,585.0,570.0,107.0,179.0,289.0,8088.0
Apr21,10 to 14,2021-04-30,1968.0,1877.0,1048.0,453.0,383.0,73.0,119.0,348.0,6263.0
Apr21,15 to 19,2021-04-30,3551.0,2703.0,1416.0,708.0,776.0,317.0,214.0,327.0,9995.0
Apr21,20 to 24,2021-04-30,3099.0,3135.0,1347.0,609.0,787.0,329.0,180.0,252.0,9718.0
Apr21,25 to 29,2021-04-30,1833.0,3058.0,1057.0,600.0,532.0,270.0,156.0,272.0,7746.0
Apr21,30 to 34,2021-04-30,1765.0,3399.0,1112.0,649.0,621.0,236.0,183.0,253.0,8191.0
Apr21,35 to 39,2021-04-30,1846.0,3383.0,1167.0,730.0,648.0,249.0,168.0,315.0,8479.0
Apr21,40 to 44,2021-04-30,1681.0,3041.0,1005.0,597.0,503.0,220.0,150.0,257.0,7439.0
Apr21,45 to 49,2021-04-30,1523.0,2534.0,880.0,445.0,410.0,199.0,121.0,219.0,6312.0
Apr21,5 to 9,2021-04-30,2007.0,2213.0,1224.0,440.0,428.0,91.0,168.0,278.0,6845.0
Apr21,50 to 54,2021-04-30,1146.0,1896.0,612.0,415.0,292.0,156.0,81.0,210.0,4800.0
Apr21,55 to 59,2021-04-30,774.0,1141.0,400.0,239.0,173.0,107.0,63.0,150.0,3040.0
Apr21,60 to 64,2021-04-30,478.0,748.0,237.0,163.0,104.0,61.0,29.0,100.0,1915.0
Apr21,65+,2021-04-30,651.0,1134.0,277.0,198.0,123.0,115.0,37.0,128.0,2661.0
Apr22,0 to 4,2022-04-30,2511.0,2125.0,1444.0,528.0,572.0,104.0,149.0,236.0,7664.0
Apr22,10 to 14,2022-04-30,1826.0,1870.0,1045.0,366.0,385.0,72.0,126.0,273.0,5961.0
Apr22,15 to 19,2022-04-30,3216.0,2568.0,1394.0,535.0,733.0,290.0,201.0,318.0,9234.0
Apr22,20 to 24,2022-04-30,2833.0,2789.0,1392.0,583.0,708.0,349.0,190.0,305.0,9132.0
Apr22,25 to 29,2022-04-30,1642.0,2834.0,1079.0,551.0,550.0,275.0,156.0,226.0,7294.0
Apr22,30 to 34,2022-04-30,1620.0,3192.0,1074.0,592.0,561.0,254.0,187.0,273.0,7725.0
Apr22,35 to 39,2022-04-30,1750.0,3287.0,1218.0,674.0,574.0,248.0,167.0,281.0,8174.0
Apr22,40 to 44,2022-04-30,1605.0,2965.0,1015.0,579.0,473.0,264.0,160.0,262.0,7306.0
Apr22,45 to 49,2022-04-30,1339.0,2485.0,859.0,495.0,367.0,212.0,118.0,222.0,6080.0
Apr22,5 to 9,2022-04-30,1946.0,2283.0,1283.0,417.0,477.0,82.0,152.0,256.0,6886.0
Apr22,50 to 54,2022-04-30,1091.0,1865.0,649.0,391.0,263.0,187.0,97.0,183.0,4716.0
Apr22,55 to 59,2022-04-30,684.0,1147.0,418.0,225.0,171.0,157.0,66.0,167.0,3027.0
Apr22,60 to 64,2022-04-30,458.0,705.0,294.0,138.0,103.0,108.0,37.0,99.0,1941.0
Apr22,65+,2022-04-30,650.0,1140.0,325.0,251.0,125.0,207.0,49.0,121.0,2862.0
Apr23,0 to 4,2023-04-30,2142.0,2215.0,1602.0,629.0,679.0,118.0,150.0,234.0,7764.0
Apr23,10 to 14,2023-04-30,1645.0,1857.0,1163.0,421.0,434.0,64.0,107.0,171.0,5855.0
Apr23,15 to 19,2023-04-30,3084.0,2584.0,1549.0,568.0,738.0,320.0,196.0,242.0,9267.0
Apr23,20 to 24,2023-04-30,2810.0,2831.0,1547.0,580.0,761.0,314.0,208.0,265.0,9291.0
Apr23,25 to 29,2023-04-30,1715.0,2733.0,1188.0,567.0,638.0,245.0,151.0,236.0,7449.0
Apr23,30 to 34,2023-04-30,1678.0,3095.0,1271.0,667.0,635.0,216.0,184.0,283.0,8006.0
Apr23,35 to 39,2023-04-30,1692.0,3224.0,1315.0,710.0,635.0,209.0,184.0,302.0,8258.0
Apr23,40 to 44,2023-04-30,1723.0,2947.0,1228.0,669.0,531.0,208.0,151.0,281.0,7725.0
Apr23,45 to 49,2023-04-30,1387.0,2393.0,963.0,546.0,427.0,180.0,127.0,248.0,6256.0
Apr23,5 to 9,2023-04-30,1843.0,2231.0,1457.0,497.0,534.0,82.0,146.0,189.0,6977.0
Apr23,50 to 54,2023-04-30,1218.0,1872.0,805.0,476.0,303.0,158.0,109.0,216.0,5146.0
Apr23,55 to 59,2023-04-30,753.0,1243.0,530.0,298.0,176.0,129.0,76.0,158.0,3359.0
Apr23,60 to 64,2023-04-30,570.0,772.0,323.0,183.0,125.0,100.0,45.0,106.0,2221.0
Apr23,65+,2023-04-30,761.0,1215.0,459.0,248.0,139.0,216.0,50.0,124.0,3209.0
Aug17,0 to 4,2017-08-31,2195.0,2397.0,1369.0,586.0,562.0,157.0,194.0,338.0,7787.0
Aug17,10 to 14,2017-08-31,1593.0,1631.0,785.0,351.0,365.0,86.0,101.0,272.0,5184.0
Aug17,15 to 19,2017-08-31,3312.0,2888.0,1204.0,587.0,848.0,338.0,189.0,312.0,9659.0
Aug17,20 to 24,2017-08-31,2637.0,3390.0,1018.0,557.0,832.0,277.0,213.0,221.0,9117.0
Aug17,25 to 29,2017-08-31,1541.0,2916.0,854.0,536.0,577.0,217.0,151.0,240.0,7005.0
Aug17,30 to 34,2017-08-31,1647.0,3257.0,1009.0,588.0,637.0,212.0,135.0,248.0,7708.0
Aug17,35 to 39,2017-08-31,1783.0,3223.0,950.0,601.0,608.0,234.0,148.0,208.0,7726.0
Aug17,40 to 44,2017-08-31,1723.0,2827.0,875.0,557.0,526.0,183.0,121.0,213.0,7005.0
Aug17,45 to 49,2017-08-31,1468.0,2328.0,725.0,445.0,412.0,162.0,106.0,172.0,5800.0
Aug17,5 to 9,2017-08-31,1609.0,2066.0,1076.0,434.0,426.0,99.0,125.0,330.0,6159.0
Aug17,50 to 54,2017-08-31,1040.0,1594.0,493.0,298.0,245.0,127.0,77.0,142.0,3999.0
Aug17,55 to 59,2017-08-31,666.0,1062.0,288.0,188.0,158.0,72.0,44.0,95.0,2569.0
Aug17,60 to 64,2017-08-31,422.0,696.0,166.0,99.0,84.0,60.0,23.0,80.0,1627.0
Aug17,65+,2017-08-31,487.0,1251.0,193.0,161.0,85.0,72.0,26.0,86.0,2359.0
Aug18,0 to 4,2018-08-31,2486.0,2571.0,1420.0,563.0,575.0,95.0,206.0,303.0,8213.0
Aug18,10 to 14,2018-08-31,1836.0,1816.0,964.0,394.0,362.0,59.0,76.0,280.0,5783.0
Aug18,15 to 19,2018-08-31,3470.0,3021.0,1326.0,620.0,775.0,312.0,232.0,286.0,10024.0
Aug18,20 to 24,2018-08-31,2770.0,3360.0,1149.0,551.0,803.0,295.0,177.0,254.0,9336.0
Aug18,25 to 29,2018-08-31,1705.0,3113.0,944.0,524.0,546.0,195.0,172.0,225.0,7396.0
Aug18,30 to 34,2018-08-31,1722.0,3244.0,1024.0,597.0,679.0,222.0,128.0,262.0,7859.0
Aug18,35 to 39,2018-08-31,1843.0,3351.0,1108.0,600.0,610.0,238.0,147.0,250.0,8123.0
Aug18,40 to 44,2018-08-31,1739.0,2900.0,952.0,552.0,499.0,190.0,112.0,250.0,7167.0
Aug18,45 to 49,2018-08-31,1575.0,2498.0,809.0,444.0,399.0,195.0,83.0,231.0,6221.0
Aug18,5 to 9,2018-08-31,1894.0,2162.0,1086.0,460.0,392.0,62.0,123.0,319.0,6485.0
Aug18,50 to 54,2018-08-31,1129.0,1623.0,550.0,291.0,273.0,155.0,83.0,193.0,4279.0
Aug18,55 to 59,2018-08-31,754.0,1097.0,348.0,200.0,158.0,93.0,54.0,135.0,2831.0
Aug18,60 to 64,2018-08-31,422.0,695.0,189.0,131.0,93.0,59.0,22.0,106.0,1714.0
Aug18,65+,2018-08-31,514.0,1151.0,199.0,183.0,78.0,77.0,27.0,105.0,2329.0
Aug19,0 to 4,2019-08-31,2292.0,2667.0,1481.0,623.0,632.0,103.0,184.0,277.0,8252.0
Aug19,10 to 14,2019-08-31,1704.0,2060.0,951.0,468.0,394.0,61.0,83.0,386.0,6105.0
Aug19,15 to 19,2019-08-31,3334.0,2932.0,1352.0,670.0,819.0,341.0,223.0,418.0,10066.0
Aug19,20 to 24,2019-08-31,2936.0,3294.0,1175.0,590.0,788.0,345.0,176.0,256.0,9532.0
Aug19,25 to 29,2019-08-31,1648.0,3007.0,937.0,513.0,571.0,245.0,155.0,200.0,7255.0
Aug19,30 to 34,2019-08-31,1748.0,3279.0,988.0,645.0,631.0,232.0,153.0,238.0,7884.0
Aug19,35 to 39,2019-08-31,1948.0,3446.0,1009.0,652.0,586.0,272.0,171.0,255.0,8315.0
Aug19,40 to 44,2019-08-31,1686.0,2967.0,878.0,555.0,467.0,208.0,128.0,223.0,7092.0
Aug19,45 to 49,2019-08-31,1662.0,2532.0,783.0,492.0,353.0,197.0,92.0,174.0,6268.0
Aug19,5 to 9,2019-08-31,1643.0,2488.0,1079.0,537.0,456.0,65.0,118.0,257.0,6641.0
Aug19,50 to 54,2019-08-31,1118.0,1691.0,549.0,339.0,264.0,157.0,81.0,160.0,4349.0
Aug19,55 to 59,2019-08-31,706.0,1137.0,345.0,226.0,168.0,102.0,59.0,102.0,2842.0
Aug19,60 to 64,2019-08-31,444.0,783.0,221.0,154.0,79.0,49.0,30.0,84.0,1837.0
Aug19,65+,2019-08-31,533.0,1200.0,220.0,180.0,113.0,97.0,29.0,87.0,2456.0
Aug20,0 to 4,2020-08-31,2395.0,2371.0,1415.0,533.0,540.0,97.0,193.0,256.0,7798.0
Aug20,10 to 14,2020-08-31,1567.0,1697.0,924.0,367.0,346.0,82.0,120.0,298.0,5400.0
Aug20,15 to 19,2020-08-31,3242.0,2754.0,1342.0,628.0,791.0,335.0,205.0,327.0,9617.0
Aug20,20 to 24,2020-08-31,2979.0,3296.0,1188.0,564.0,826.0,327.0,205.0,234.0,9605.0
Aug20,25 to 29,2020-08-31,1633.0,3185.0,1043.0,524.0,574.0,228.0,169.0,208.0,7544.0
Aug20,30 to 34,2020-08-31,1656.0,3481.0,1041.0,587.0,659.0,229.0,178.0,233.0,8043.0
Aug20,35 to 39,2020-08-31,1726.0,3486.0,1171.0,639.0,647.0,236.0,159.0,275.0,8321.0
Aug20,40 to 44,2020-08-31,1544.0,3074.0,985.0,495.0,531.0,177.0,155.0,238.0,7191.0
Aug20,45 to 49,2020-08-31,1434.0,2511.0,845.0,444.0,453.0,184.0,109.0,202.0,6168.0
Aug20,5 to 9,2020-08-31,1745.0,2174.0,1149.0,402.0,384.0,83.0,161.0,245.0,6335.0
Aug20,50 to 54,2020-08-31,1116.0,1791.0,600.0,309.0,305.0,141.0,99.0,159.0,4515.0
Aug20,55 to 59,2020-08-31,673.0,1158.0,369.0,223.0,213.0,96.0,58.0,136.0,2920.0
Aug20,60 to 64,2020-08-31,429.0,742.0,233.0,136.0,105.0,55.0,29.0,95.0,1823.0
Aug20,65+,2020-08-31,523.0,1065.0,245.0,195.0,111.0,82.0,30.0,93.0,2343.0
Aug21,0 to 4,2021-08-31,2379.0,2387.0,1487.0,586.0,518.0,116.0,160.0,269.0,7897.0
Aug21,10 to 14,2021-08-31,1846.0,1783.0,1018.0,443.0,348.0,102.0,108.0,331.0,5976.0
Aug21,15 to 19,2021-08-31,3350.0,2702.0,1455.0,635.0,715.0,303.0,249.0,360.0,9750.0
Aug21,20 to 24,2021-08-31,3046.0,3200.0,1384.0,613.0,726.0,328.0,168.0,253.0,9698.0
Aug21,25 to 29,2021-08-31,1788.0,3316.0,1113.0,571.0,592.0,279.0,169.0,270.0,8083.0
Aug21,30 to 34,2021-08-31,1754.0,3573.0,1179.0,686.0,606.0,239.0,160.0,273.0,8447.0
Aug21,35 to 39,2021-08-31,1801.0,3661.0,1259.0,717.0,607.0,264.0,169.0,304.0,8764.0
Aug21,40 to 44,2021-08-31,1719.0,3384.0,1067.0,636.0,484.0,254.0,165.0,257.0,7950.0
Aug21,45 to 49,2021-08-31,1480.0,2711.0,916.0,473.0,410.0,228.0,117.0,219.0,6540.0
Aug21,5 to 9,2021-08-31,1982.0,2207.0,1274.0,440.0,398.0,91.0,160.0,288.0,6837.0
Aug21,50 to 54,2021-08-31,1137.0,2006.0,652.0,409.0,304.0,169.0,83.0,183.0,4938.0
Aug21,55 to 59,2021-08-31,746.0,1240.0,402.0,271.0,188.0,119.0,59.0,159.0,3178.0
Aug21,60 to 64,2021-08-31,438.0,795.0,277.0,164.0,118.0,91.0,28.0,106.0,2015.0
Aug21,65+,2021-08-31,589.0,1187.0,329.0,230.0,111.0,145.0,41.0,135.0,2765.0
Aug22,0 to 4,2022-08-31,2308.0,2327.0,1526.0,624.0,637.0,121.0,149.0,250.0,7935.0
Aug22,10 to 14,2022-08-31,1721.0,1835.0,1093.0,424.0,447.0,73.0,121.0,185.0,5881.0
Aug22,15 to 19,2022-08-31,3308.0,2583.0,1484.0,616.0,831.0,290.0,223.0,259.0,9573.0
Aug22,20 to 24,2022-08-31,2844.0,2907.0,1415.0,582.0,792.0,346.0,207.0,283.0,9347.0
Aug22,25 to 29,2022-08-31,1767.0,2938.0,1067.0,542.0,629.0,251.0,156.0,235.0,7572.0
Aug22,30 to 34,2022-08-31,1697.0,3507.0,1182.0,659.0,656.0,232.0,207.0,315.0,8421.0
Aug22,35 to 39,2022-08-31,1798.0,3418.0,1188.0,682.0,677.0,246.0,196.0,338.0,8527.0
Aug22,40 to 44,2022-08-31,1738.0,3134.0,1070.0,626.0,545.0,250.0,191.0,335.0,7869.0
Aug22,45 to 49,2022-08-31,1455.0,2517.0,934.0,494.0,437.0,184.0,126.0,224.0,6353.0
Aug22,5 to 9,2022-08-31,1754.0,2176.0,1339.0,531.0,498.0,100.0,150.0,207.0,6744.0
Aug22,50 to 54,2022-08-31,1169.0,2011.0,751.0,423.0,338.0,196.0,119.0,210.0,5199.0
Aug22,55 to 59,2022-08-31,721.0,1259.0,469.0,258.0,209.0,162.0,68.0,168.0,3303.0
Aug22,60 to 64,2022-08-31,531.0,834.0,302.0,170.0,141.0,114.0,34.0,91.0,2214.0
Aug22,65+,2022-08-31,696.0,1231.0,396.0,255.0,148.0,216.0,62.0,133.0,3134.0
Dec17,0 to 4,2017-12-31,2112.0,2397.0,1330.0,531.0,522.0,98.0,179.0,326.0,7489.0
Dec17,10 to 14,2017-12-31,1566.0,1636.0,782.0,360.0,330.0,70.0,91.0,334.0,5166.0
Dec17,15 to 19,2017-12-31,3272.0,2810.0,1112.0,571.0,759.0,291.0,190.0,320.0,9299.0
Dec17,20 to 24,2017-12-31,2472.0,3197.0,963.0,501.0,846.0,288.0,220.0,211.0,8654.0
Dec17,25 to 29,2017-12-31,1432.0,2863.0,783.0,500.0,549.0,201.0,145.0,225.0,6681.0
Dec17,30 to 34,2017-12-31,1574.0,3201.0,901.0,548.0,630.0,197.0,134.0,238.0,7399.0
Dec17,35 to 39,2017-12-31,1721.0,3168.0,957.0,613.0,511.0,229.0,151.0,242.0,7573.0
Dec17,40 to 44,2017-12-31,1649.0,2763.0,840.0,520.0,459.0,191.0,124.0,227.0,6750.0
Dec17,45 to 49,2017-12-31,1350.0,2353.0,646.0,434.0,389.0,171.0,86.0,184.0,5598.0
Dec17,5 to 9,2017-12-31,1564.0,1933.0,1010.0,475.0,412.0,97.0,107.0,352.0,5944.0
Dec17,50 to 54,2017-12-31,980.0,1606.0,450.0,278.0,232.0,132.0,72.0,166.0,3906.0
Dec17,55 to 59,2017-12-31,630.0,960.0,286.0,174.0,156.0,79.0,33.0,125.0,2439.0
Dec17,60 to 64,2017-12-31,411.0,703.0,158.0,118.0,76.0,48.0,28.0,100.0,1638.0
Dec17,65+,2017-12-31,454.0,1178.0,156.0,152.0,82.0,70.0,26.0,92.0,2208.0
Dec18,0 to 4,2018-12-31,2239.0,2693.0,1450.0,587.0,580.0,80.0,209.0,303.0,8135.0
Dec18,10 to 14,2018-12-31,1695.0,1952.0,930.0,404.0,320.0,60.0,68.0,278.0,5703.0
Dec18,15 to 19,2018-12-31,3297.0,2866.0,1306.0,618.0,769.0,319.0,183.0,274.0,9618.0
Dec18,20 to 24,2018-12-31,2666.0,3159.0,1109.0,548.0,737.0,285.0,191.0,265.0,8935.0
Dec18,25 to 29,2018-12-31,1566.0,2907.0,860.0,523.0,570.0,222.0,157.0,220.0,6998.0
Dec18,30 to 34,2018-12-31,1642.0,3170.0,965.0,615.0,633.0,204.0,146.0,251.0,7588.0
Dec18,35 to 39,2018-12-31,1729.0,3168.0,1001.0,637.0,577.0,211.0,132.0,231.0,7670.0
Dec18,40 to 44,2018-12-31,1631.0,2758.0,870.0,514.0,465.0,187.0,110.0,231.0,6744.0
Dec18,45 to 49,2018-12-31,1494.0,2300.0,783.0,452.0,402.0,171.0,74.0,219.0,5882.0
Dec18,5 to 9,2018-12-31,1697.0,2357.0,1181.0,493.0,407.0,74.0,119.0,317.0,6640.0
Dec18,50 to 54,2018-12-31,1066.0,1522.0,525.0,287.0,256.0,162.0,68.0,171.0,4047.0
Dec18,55 to 59,2018-12-31,715.0,997.0,332.0,208.0,150.0,99.0,57.0,111.0,2661.0
Dec18,60 to 64,2018-12-31,400.0,673.0,173.0,139.0,90.0,56.0,23.0,91.0,1643.0
Dec18,65+,2018-12-31,522.0,1105.0,227.0,177.0,64.0,88.0,28.0,98.0,2306.0
Dec19,0 to 4,2019-12-31,2185.0,2668.0,1495.0,582.0,606.0,88.0,181.0,256.0,8049.0
Dec19,10 to 14,2019-12-31,1635.0,2041.0,980.0,416.0,391.0,71.0,96.0,415.0,6041.0
Dec19,15 to 19,2019-12-31,3113.0,2868.0,1335.0,618.0,819.0,313.0,208.0,364.0,9623.0
Dec19,20 to 24,2019-12-31,2780.0,3205.0,1128.0,569.0,834.0,308.0,152.0,256.0,9209.0
Dec19,25 to 29,2019-12-31,1595.0,3026.0,932.0,545.0,499.0,215.0,160.0,213.0,7156.0
Dec19,30 to 34,2019-12-31,1686.0,3284.0,903.0,667.0,593.0,225.0,173.0,242.0,7748.0
Dec19,35 to 39,2019-12-31,1753.0,3268.0,972.0,623.0,579.0,255.0,149.0,271.0,7842.0
Dec19,40 to 44,2019-12-31,1559.0,2958.0,809.0,538.0,471.0,204.0,139.0,217.0,6877.0
Dec19,45 to 49,2019-12-31,1543.0,2549.0,729.0,466.0,370.0,198.0,99.0,187.0,6125.0
Dec19,5 to 9,2019-12-31,1533.0,2520.0,1181.0,475.0,405.0,73.0,122.0,238.0,6543.0
Dec19,50 to 54,2019-12-31,1098.0,1772.0,516.0,331.0,233.0,156.0,83.0,167.0,4342.0
Dec19,55 to 59,2019-12-31,717.0,1158.0,323.0,208.0,174.0,107.0,59.0,117.0,2857.0
Dec19,60 to 64,2019-12-31,382.0,777.0,221.0,134.0,97.0,47.0,25.0,87.0,1769.0
Dec19,65+,2019-12-31,486.0,1217.0,209.0,166.0,88.0,81.0,38.0,81.0,2365.0
Dec20,0 to 4,2020-12-31,2341.0,2303.0,1439.0,605.0,558.0,100.0,184.0,306.0,7826.0
Dec20,10 to 14,2020-12-31,1756.0,1756.0,979.0,464.0,384.0,92.0,118.0,346.0,5890.0
Dec20,15 to 19,2020-12-31,3235.0,2664.0,1362.0,675.0,759.0,327.0,212.0,329.0,9555.0
Dec20,20 to 24,2020-12-31,2985.0,3232.0,1182.0,616.0,792.0,335.0,198.0,272.0,9597.0
Dec20,25 to 29,2020-12-31,1724.0,3107.0,984.0,565.0,545.0,248.0,150.0,248.0,7549.0
Dec20,30 to 34,2020-12-31,1697.0,3441.0,969.0,618.0,639.0,243.0,178.0,260.0,8014.0
Dec20,35 to 39,2020-12-31,1766.0,3499.0,1085.0,646.0,640.0,265.0,170.0,279.0,8324.0
Dec20,40 to 44,2020-12-31,1590.0,3022.0,958.0,549.0,489.0,186.0,137.0,228.0,7141.0
Dec20,45 to 49,2020-12-31,1509.0,2656.0,814.0,433.0,401.0,197.0,117.0,198.0,6312.0
Dec20,5 to 9,2020-12-31,1771.0,2153.0,1183.0,490.0,425.0,103.0,149.0,306.0,6568.0
Dec20,50 to 54,2020-12-31,1133.0,1833.0,560.0,358.0,267.0,139.0,81.0,172.0,4527.0
Dec20,55 to 59,2020-12-31,696.0,1197.0,351.0,235.0,180.0,104.0,51.0,140.0,2952.0
Dec20,60 to 64,2020-12-31,440.0,669.0,210.0,137.0,99.0,72.0,28.0,90.0,1742.0
Dec20,65+,2020-12-31,558.0,1088.0,247.0,192.0,107.0,99.0,36.0,100.0,2427.0
Dec21,0 to 4,2021-12-31,2356.0,2248.0,1392.0,641.0,554.0,111.0,147.0,264.0,7700.0
Dec21,10 to 14,2021-12-31,1762.0,1769.0,1067.0,455.0,360.0,77.0,125.0,334.0,5942.0
Dec21,15 to 19,2021-12-31,3192.0,2501.0,1355.0,573.0,765.0,292.0,217.0,331.0,9211.0
Dec21,20 to 24,2021-12-31,2850.0,3073.0,1363.0,616.0,759.0,328.0,199.0,245.0,9415.0
Dec21,25 to 29,2021-12-31,1773.0,3021.0,1057.0,526.0,597.0,270.0,164.0,215.0,7607.0
Dec21,30 to 34,2021-12-31,1702.0,3406.0,1121.0,627.0,609.0,219.0,179.0,267.0,8101.0
Dec21,35 to 39,2021-12-31,1796.0,3455.0,1175.0,686.0,597.0,246.0,178.0,294.0,8405.0
Dec21,40 to 44,2021-12-31,1622.0,3103.0,1024.0,591.0,503.0,243.0,165.0,262.0,7499.0
Dec21,45 to 49,2021-12-31,1372.0,2539.0,899.0,496.0,416.0,214.0,114.0,216.0,6253.0
Dec21,5 to 9,2021-12-31,1916.0,2171.0,1295.0,495.0,399.0,86.0,166.0,309.0,6832.0
Dec21,50 to 54,2021-12-31,1114.0,1929.0,621.0,417.0,303.0,193.0,91.0,194.0,4849.0
Dec21,55 to 59,2021-12-31,712.0,1191.0,408.0,249.0,193.0,141.0,59.0,177.0,3121.0
Dec21,60 to 64,2021-12-31,435.0,735.0,266.0,152.0,132.0,98.0,41.0,102.0,1957.0
Dec21,65+,2021-12-31,543.0,1142.0,324.0,227.0,114.0,178.0,43.0,119.0,2690.0
Dec22,0 to 4,2022-12-31,2189.0,2143.0,1591.0,606.0,675.0,118.0,150.0,252.0,7718.0
Dec22,10 to 14,2022-12-31,1668.0,1793.0,1135.0,410.0,444.0,80.0,122.0,199.0,5847.0
Dec22,15 to 19,2022-12-31,3052.0,2520.0,1443.0,537.0,776.0,290.0,229.0,250.0,9075.0
Dec22,20 to 24,2022-12-31,2642.0,2765.0,1427.0,572.0,730.0,330.0,211.0,290.0,8948.0
Dec22,25 to 29,2022-12-31,1696.0,2729.0,1068.0,547.0,631.0,266.0,148.0,272.0,7337.0
