Date,Category,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Estimate,Value,added_datetime
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,-,-,N,3.274320563680502,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,-,-,N,30433.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,-,-,N,30433.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,-,-,N,683.7339923612672,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,-,-,N,683.7339923612672,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,-,-,N,34201.307692307695,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,-,-,N,34201.307692307695,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,-,-,N,682.6923076923049,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,-,-,N,682.6923076923049,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,-,-,N,1.9961000141694902,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,-,-,N,1.9961000141694902,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,65.46153846153847,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,65.46153846153847,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,0.19140068868261897,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,0.19140068868261897,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,-,-,N,870.6923076923077,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,-,-,N,870.6923076923077,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,-,-,N,2.5457865983531893,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,-,-,N,2.5457865983531893,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,-,-,N,898.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,-,-,N,898.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,-,-,N,2.642264461837227,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,-,-,N,2.642264461837227,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior month,Actual,Y,492.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior month,Actual,Y,1.4555463108886542,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior month,Actual,Y,511.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,11.480566164906804,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior month,Actual,Y,161.53846153846098,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,349.461538461539,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,1.0171545725254503,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,-1.4615384615384528,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,-0.005201927714039184,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,-164.69230769230774,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,-0.4959044553238443,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior month,Actual,Y,511.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior month,Actual,Y,1.5035602895309834,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Number,-,Actual,change from prior month,Percentage,Y,1.4866319494952434,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Number,-,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior month,Percentage,Y,80.13029315960912,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior month,Percentage,Y,80.02897053630306,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,1.7077735445491613,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,1.7077735445491675,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior month,Percentage,Y,0.4745580395781388,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,104.87072945521822,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,103.90309094419419,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-2.183908045976999,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-2.645909708314343,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,-15.906389301634475,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,-16.30357740390354,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,132.04134366925064,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,132.04134366925067,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-904.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior year,Actual,N,-633.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-3.0528010681502713,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior year,Actual,N,-2.148699987041424,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,414.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior year,Actual,N,1078.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-114.85605818409056,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior year,Actual,N,24.219276567063616,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,897.0576923076951,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior year,Actual,N,752.1410256410309,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,208.9423076923049,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior year,Actual,N,325.85897435896914,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,0.5736088906642318,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,0.9293071194785338,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-102.03846153846153,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-79.45512820512819,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.31153812543269666,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.24184378676519988,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,-200.974358974359,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,-345.8910256410255,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,-0.6720209387229099,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,-1.0913244407858027,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,683.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior year,Actual,N,655.0,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,2.0016781018574874,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior year,Actual,N,1.918252901488033,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Number,-,Actual,change from prior year,Percentage,N,3.274320563680502,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Number,-,Actual,change from prior year,Percentage,N,3.188783056262202,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-44.975124378109456,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Actual,change from prior year,Percentage,N,-36.400230017251296,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-48.24944494178995,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,prior year,Percentage,change from prior year,Percentage,N,-39.6218300658179,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,1.3791265531829842,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Actual,change from prior year,Percentage,N,3.6722875149037644,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,-14.382355265465089,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,3.6722875149037693,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,2.693523175894053,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,-,Actual,change from prior year,Percentage,N,2.2486091600917737,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,44.10391719098784,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,91.31965652283053,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,40.32425096971872,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,87.11223369628354,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-60.91848450057405,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-54.82815057283141,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-61.94354396383217,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-55.82155121890947,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,-18.75343940662759,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,-28.43134672027061,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,-20.88443547290433,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,-30.005254968628904,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,317.6744186046512,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Actual,change from prior year,Percentage,N,269.5473251028806,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,312.47591689601325,2024-02-07 09:10:59.380658
2023-12-31,Total Individuals,Total,Individuals,Difference,financial year to date,Percentage,change from prior year,Percentage,N,264.9478277063492,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,-,-,N,9912.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,-,-,N,9912.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,-,-,N,943.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,-,-,N,943.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,-,-,N,10.513992641320103,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,-,-,N,10.513992641320103,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,-,-,N,5461.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,-,-,N,5461.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,-,-,N,122.69152999325993,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,-,-,N,122.69152999325993,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,-,-,N,9466.538461538461,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,-,-,N,9466.538461538461,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,-,-,N,445.461538461539,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,-,-,N,445.461538461539,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,-,-,N,4.705643359200429,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,-,-,N,4.705643359200429,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,63.76923076923077,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,-,-,Y,63.76923076923077,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,0.673627757689026,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,-,-,Y,0.673627757689026,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,-,-,N,1035.7692307692307,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,-,-,N,1035.7692307692307,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,-,-,N,10.941372445455654,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,-,-,N,10.941372445455654,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,-,-,N,489.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,-,-,N,489.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,-,-,N,5.1894301177968805,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,-,-,N,5.1894301177968805,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior month,Actual,Y,144.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior month,Actual,Y,1.5202961082269013,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Actual,Y,229.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,5.144911255897554,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Actual,Y,138.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,-,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,91.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,0.9058890898367657,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,-6.53846153846154,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,-0.08005614035749786,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,-77.69230769230785,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,-0.9947046051170325,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Actual,Y,229.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Actual,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Actual,Y,2.4302239201952673,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,financial year to date,Percentage,change from prior month,Actual,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,change from prior month,Percentage,Y,2.3649695342352577,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Number,-,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior month,Percentage,Y,18.02252816020025,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior month,Percentage,Y,16.904018304740664,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,prior year,Percentage,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,4.376911314984709,2024-02-07 09:10:59.380658
2023-12-31,Priority Individuals,Priority,Individuals,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,0.0,2024-02-07 09:10:59.380658
